id_song,track_name,artist(s)_name,id_rec_1,id_rec_2,id_rec_3,id_rec_4,id_rec_5,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,et_key,et_mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,genre_inferred,subgenre_inferred
359,Gone Girl,SZA,76,361,511,688,90,892,0,65362788,3,17,2,0,0,150,3,1,43,42,44,57,0,15,6,sza,,,,,,,,R&B,Pop
360,F2F,SZA,380,30,13,405,700,989,0,67540165,5,9,1,0,0,90,5,1,53,47,74,9,0,34,4,sza,,,,,,,,R&B,Pop
361,Notice Me,SZA,76,359,439,636,300,819,0,62019074,14,22,0,0,0,160,3,1,72,78,68,28,0,11,12,sza,,,,,,,,R&B,
362,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",578,597,529,619,220,6290,0,295998468,89,39,158,0,0,113,8,1,73,72,32,77,0,15,5,perry como,the fontane sisters,mitchell ayres his orchestra,,,,,,Hip-Hop / Rap,
363,Antidepresan,"Mabel Matiz, Mert Demir",410,316,23,128,223,313,2,136689549,10,6,7,1,9,100,1,0,70,92,59,3,0,10,3,mabel matiz,mert demir,,,,,,,Latin / Reggaeton,
364,Wild Flower (with youjeen),RM,614,127,342,462,298,353,2,135611421,2,74,14,0,2,155,7,1,49,42,77,3,0,12,9,rm,,,,,,,,Hip-Hop / Rap,Pop
365,I Hate U,SZA,354,276,321,346,301,4094,0,356709897,66,96,43,0,0,107,8,0,54,41,39,51,0,11,16,sza,,,,,,,,R&B,Pop
366,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",51,542,502,111,54,880,0,110649992,3,7,10,0,0,112,7,1,80,15,54,9,0,38,5,travis scott,metro boomin,,,,,,,Hip-Hop / Rap,
367,Deck The Hall - Remastered 1999,Nat King Cole,343,651,586,295,447,3299,0,127027715,65,39,41,0,0,107,6,0,69,96,36,81,0,8,4,nat king cole,,,,,,,,Pop,
368,Smoking on my Ex Pack,SZA,13,390,572,669,543,811,0,57144458,6,11,3,0,0,81,7,1,47,33,68,24,0,22,38,sza,,,,,,,,R&B,Hip-Hop / Rap
369,Conceited,SZA,345,361,580,545,683,899,0,56870689,2,14,2,0,0,150,2,1,79,77,46,5,0,11,7,sza,,,,,,,,R&B,
370,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",3,710,720,215,339,2415,0,323437194,33,57,30,0,11,110,4,1,66,19,32,69,0,12,4,taylor swift,lana del rey,,,,,,,Pop,
371,Maroon,Taylor Swift,708,372,91,713,79,2304,0,317726339,12,16,14,0,0,108,8,1,64,4,40,6,0,10,6,taylor swift,,,,,,,,Pop,
372,Bejeweled,Taylor Swift,91,371,708,713,79,2699,0,328207708,39,35,22,2,0,164,8,1,70,39,56,6,0,9,7,taylor swift,,,,,,,,Pop,
373,Tarot,"Bad Bunny, Jhay Cortez",411,577,592,387,23,2482,20,608228647,27,77,22,2,0,114,1,0,80,42,68,2,0,66,4,bad bunny,jhay cortez,,,,,,,Latin / Reggaeton,
374,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",267,300,122,29,719,2577,0,180577478,108,56,30,0,0,93,3,1,63,93,88,1,0,12,4,gwen stefani,blake shelton,,,,,,,Pop,
375,Desesperados,"Chencho Corleone, Rauw Alejandro",67,55,407,612,532,6821,34,809306935,83,58,128,7,0,90,2,0,87,51,69,36,0,9,8,chencho corleone,rauw alejandro,,,,,,,Latin / Reggaeton,
376,Too Late,SZA,380,359,531,275,345,714,0,49262961,0,9,2,0,0,128,1,1,45,35,68,78,0,39,8,sza,,,,,,,,R&B,
377,Party,"Bad Bunny, Rauw Alejandro",246,430,580,471,575,3185,4,614555082,38,64,37,3,36,97,4,1,83,47,80,2,0,24,9,bad bunny,rauw alejandro,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
378,Run Rudolph Run - Single Version,Chuck Berry,44,45,469,354,119,8612,0,245350949,120,30,52,0,1,152,8,0,69,94,71,79,0,7,8,chuck berry,,,,,,,,Pop,
379,Jingle Bells - Remastered 1999,Frank Sinatra,201,458,70,137,567,4326,0,178660459,32,3,65,0,0,175,7,1,51,94,34,73,0,10,5,frank sinatra,,,,,,,,Pop,
380,Far,SZA,360,215,626,339,359,680,0,51641685,2,15,1,0,0,116,5,1,61,48,55,67,0,16,8,sza,,,,,,,,R&B,
381,On Time (with John Legend),"John Legend, Metro Boomin",401,330,605,337,588,398,0,78139948,2,2,6,0,2,80,3,0,33,51,59,76,0,44,6,john legend,metro boomin,,,,,,,Hip-Hop / Rap,
382,Is There Someone Else?,The Weeknd,425,394,392,214,37,2881,6,391251368,13,89,34,0,3,135,4,0,70,60,58,4,0,16,3,the weeknd,,,,,,,,R&B,Pop
383,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",206,312,311,97,359,2235,0,349585590,65,7,70,16,6,109,3,1,60,45,47,62,0,31,5,lauren spencer smith,lauren spencer smith,lauren spencer smith,,,,,,Hip-Hop / Rap,
384,Do It To It,"Cherish, ACRAZE",316,410,223,23,387,12403,0,674772936,183,63,465,0,11,125,1,0,85,64,81,2,5,7,9,cherish,acraze,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
385,How Do I Make You Love Me?,The Weeknd,382,37,386,190,388,1915,0,119238316,7,47,15,0,0,121,8,0,80,62,51,2,0,9,8,the weeknd,,,,,,,,R&B,
386,Gasoline,The Weeknd,388,153,382,291,151,2297,0,116903579,11,29,14,0,0,123,6,0,74,35,73,0,0,21,5,the weeknd,,,,,,,,R&B,Pop
387,Infinity,Jaymes Young,128,316,23,223,593,4375,0,888046992,24,0,396,0,0,122,1,0,67,50,67,15,0,30,4,jaymes young,,,,,,,,Pop,
388,Take My Breath,The Weeknd,386,291,382,37,113,2597,0,130655803,17,80,38,0,0,121,10,0,70,35,77,1,0,26,4,the weeknd,,,,,,,,R&B,Pop
389,Best Friends,The Weeknd,401,82,144,147,603,1292,0,101114984,3,18,14,0,0,87,9,0,49,49,59,44,0,35,21,the weeknd,,,,,,,,R&B,
390,Kiss Me More (feat. SZA),"SZA, Doja Cat",13,368,416,70,435,15867,0,1575467011,382,65,497,0,12,111,7,1,77,74,66,30,0,13,3,sza,doja cat,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
391,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",419,328,692,270,437,1178,0,91656026,9,10,9,0,0,110,5,1,75,85,84,10,0,31,19,the weeknd,lil wayne,,,,,,,R&B,Latin / Reggaeton
392,Dawn FM,The Weeknd,394,425,382,214,389,811,0,53933526,1,8,6,0,0,78,4,0,27,10,49,62,0,49,5,the weeknd,,,,,,,,R&B,
393,Surface Pressure,Jessica Darrow,554,418,234,64,494,1756,0,267758538,38,48,20,0,0,180,5,1,65,37,58,2,0,4,31,jessica darrow,,,,,,,,Hip-Hop / Rap,
394,Starry Eyes,The Weeknd,392,425,382,214,150,1014,0,74601456,1,17,11,0,0,86,4,0,28,13,41,50,0,19,3,the weeknd,,,,,,,,R&B,
395,THATS WHAT I WANT,Lil Nas X,612,124,532,547,352,7963,0,920797189,173,7,298,0,4,88,2,0,74,55,85,1,0,5,22,lil nas x,,,,,,,,K-Pop,
396,One Right Now (with The Weeknd),"The Weeknd, Post Malone",53,231,1,399,459,4771,0,539595276,68,18,75,0,1,97,2,1,68,72,78,4,0,7,5,the weeknd,post malone,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
397,Mon Amour - Remix,"Aitana, zzoilo",598,658,657,30,700,3221,2,578207856,67,13,139,0,40,116,5,1,75,36,76,12,0,10,10,aitana,zzoilo,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
398,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",411,21,528,654,563,3423,26,775542072,61,65,53,6,0,170,9,0,64,14,70,9,0,9,8,julieta venegas,bad bunny,tainy,,,,,,Latin / Reggaeton,Hip-Hop / Rap
399,Oh My God,Adele,1,86,438,459,62,4431,0,466214729,105,7,199,0,0,88,2,1,53,55,73,9,0,3,5,adele,,,,,,,,Pop,
400,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",588,11,58,605,717,759,3,236940480,32,0,12,0,0,170,3,0,70,61,44,40,0,37,4,lit killah,maria becerra,tiago pzk,nicki nicole,,,,,Latin / Reggaeton,
401,A Tale By Quincy,The Weeknd,291,116,389,605,425,733,0,41924466,0,2,2,0,0,94,3,0,46,55,50,71,0,10,11,the weeknd,,,,,,,,R&B,
402,I AM WOMAN,Emmy Meli,286,84,427,221,525,2795,0,225259194,45,0,107,0,0,170,10,1,65,46,47,12,0,13,16,emmy meli,,,,,,,,Pop,
403,Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",389,277,644,144,556,2780,2,393230256,54,21,57,1,0,90,9,0,79,79,70,57,0,66,8,justin quiles,lenny tavi¿½i¿½rez,bl,,,,,,Latin / Reggaeton,
404,It'll Be Okay,Shawn Mendes,276,619,245,635,448,1950,0,287201015,56,8,104,0,10,78,8,1,40,7,29,62,0,9,3,shawn mendes,,,,,,,,Pop,
405,Softcore,The Neighbourhood,428,30,360,658,64,3947,12,599770206,33,102,93,0,30,94,5,1,57,36,58,5,0,15,3,the neighbourhood,,,,,,,,Pop,
406,Super Gremlin,Kodak Black,658,405,168,626,598,2551,0,342779426,52,15,35,0,1,73,5,1,83,11,41,0,0,36,14,kodak black,,,,,,,,Hip-Hop / Rap,
407,Todo De Ti,Rauw Alejandro,570,301,660,546,94,11975,8,1168642797,188,75,268,6,16,128,11,0,81,57,63,40,1,10,4,rauw alejandro,,,,,,,,Latin / Reggaeton,
408,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",422,139,692,344,360,4963,0,383550148,63,40,76,0,0,82,5,1,63,85,62,6,0,35,4,bruno mars,anderson paak,silk sonic,,,,,,Dance / Electronic,
409,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",168,405,658,692,30,6734,0,530511203,47,14,90,0,1,95,5,1,77,40,47,2,0,9,3,the anxiety,willow,tyler cole,,,,,,Hip-Hop / Rap,
410,Tacones Rojos,Sebastian Yatra,96,23,316,149,223,3047,9,510876816,77,31,85,5,28,123,1,0,75,93,86,8,0,14,3,sebastian yatra,,,,,,,,Pop,
411,Dakiti,"Bad Bunny, Jhay Cortez",373,296,603,190,144,11215,21,1763363713,189,166,525,9,25,110,9,0,73,14,57,40,0,11,5,bad bunny,jhay cortez,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
412,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",526,55,634,140,395,1678,12,374191487,20,4,15,1,3,96,2,0,66,76,82,47,0,10,32,bizarrap,tiago pzk,,,,,,,Latin / Reggaeton,
413,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",559,549,8,691,124,3643,0,354065229,69,3,70,0,3,110,2,0,86,31,53,43,0,11,6,kali uchis,amaarae,moliy,,,,,,Hip-Hop / Rap,
414,Butter,BTS,623,70,542,100,272,4779,6,1143647827,180,135,223,0,5,110,7,1,79,70,36,0,0,6,11,bts,,,,,,,,K-Pop,
415,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",8,559,109,506,37,3517,0,311395144,54,28,43,0,0,78,2,0,77,49,42,1,1,13,19,young thug,future,gunna,,,,,,Hip-Hop / Rap,
416,You Right,"Doja Cat, The Weeknd",137,390,542,438,100,5073,0,672656250,83,9,100,0,4,129,7,1,83,44,62,2,0,8,6,doja cat,the weeknd,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
417,deja vu,Olivia Rodrigo,441,145,208,433,720,7545,4,1256880657,117,39,141,0,46,181,4,1,44,22,60,61,0,42,9,olivia rodrigo,,,,,,,,Pop,
418,TO THE MOON,Jnr Choi,554,393,437,234,168,2979,0,245095641,44,0,159,0,0,144,5,1,74,39,65,5,1,11,35,jnr choi,,,,,,,,Hip-Hop / Rap,
419,Lost in the Fire,"The Weeknd, Gesaffelstein",228,391,658,405,598,7731,2,686734357,110,145,447,0,46,101,5,1,66,18,68,9,0,12,4,the weeknd,gesaffelstein,,,,,,,R&B,
420,Salimo de Noche,"Trueno, Tiago pzk",139,692,344,509,561,1057,0,261414174,17,5,21,0,0,84,5,1,67,78,63,29,0,12,5,trueno,tiago pzk,,,,,,,Latin / Reggaeton,
421,Volando - Remix,"Sech, Bad Bunny, Mora",583,327,580,255,281,3272,19,610045621,101,34,70,1,2,154,6,1,66,63,69,21,0,11,7,sech,bad bunny,mora,,,,,,Latin / Reggaeton,
422,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",122,146,408,361,36,14417,0,1115880852,237,123,569,0,10,148,3,1,59,72,62,18,0,9,3,bruno mars,anderson paak,silk sonic,,,,,,Latin / Reggaeton,
423,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",717,705,715,195,661,5199,0,594482982,45,43,45,0,3,146,3,0,85,22,37,13,0,7,30,drake,project pat,21 savage,,,,,,Hip-Hop / Rap,
424,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",560,506,545,274,163,1150,0,184937148,20,38,12,0,0,141,2,1,59,56,63,12,0,6,36,olga merediz,stephanie beatriz,encanto cast,,,,,,Hip-Hop / Rap,
425,Phantom Regret by Jim,The Weeknd,394,392,382,214,533,768,0,31959571,1,1,3,0,0,108,4,0,46,23,48,75,30,14,4,the weeknd,,,,,,,,R&B,Pop
426,Freaks,Surf Curse,491,117,3,142,697,3006,3,824420218,23,21,121,0,13,180,4,1,35,41,94,0,63,5,5,surf curse,,,,,,,,Hip-Hop / Rap,Pop
427,Acapulco,Jason Derulo,252,575,286,525,244,3098,0,363467642,111,5,182,1,0,122,10,1,77,51,79,5,0,16,5,jason derulo,,,,,,,,Latin / Reggaeton,
428,Daddy Issues,The Neighbourhood,405,575,188,596,286,9771,4,1127468248,42,70,384,0,3,85,10,1,59,33,52,7,15,12,3,the neighbourhood,,,,,,,,Pop,
429,thought i was playing,"21 Savage, Gunna",711,86,545,580,8,807,0,60680939,3,0,5,0,0,148,2,1,68,29,73,0,0,7,7,21 savage,gunna,,,,,,,Hip-Hop / Rap,
430,ELEVEN,IVE,246,471,443,498,3,521,1,247737946,17,89,11,0,0,120,4,1,83,59,73,6,0,5,11,ive,,,,,,,,K-Pop,Hip-Hop / Rap
431,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",27,59,620,568,710,802,0,154797871,13,27,8,0,0,120,9,1,72,54,71,26,0,10,4,stephanie beatriz,diane guerrero,,,,,,,Latin / Reggaeton,
432,Miserable Man,David Kushner,256,84,254,188,596,788,0,124407432,13,0,32,1,0,110,10,1,63,31,35,93,0,29,3,david kushner,,,,,,,,Pop,
433,happier,Olivia Rodrigo,721,441,417,281,22,3069,4,850608354,25,46,105,0,45,169,6,1,39,36,45,81,0,8,13,olivia rodrigo,,,,,,,,Pop,
434,Praise God,Kanye West,681,274,545,580,86,4651,0,376333030,24,6,105,0,0,118,2,1,80,21,55,1,0,26,17,kanye west,,,,,,,,Hip-Hop / Rap,
435,Get Into It (Yuh),Doja Cat,627,503,656,618,251,4999,0,516784627,43,19,73,12,0,92,7,0,91,79,66,32,0,9,16,doja cat,,,,,,,,Hip-Hop / Rap,
436,Before You Go,Lewis Capaldi,648,631,358,135,621,8327,24,1608045237,205,130,625,0,25,112,11,1,45,19,60,63,0,9,6,lewis capaldi,,,,,,,,Pop,
437,Sky,Playboi Carti,418,270,598,700,328,3297,3,506778838,25,3,52,0,1,140,5,1,79,56,91,26,0,13,21,playboi carti,,,,,,,,Hip-Hop / Rap,
438,Rolling in the Deep,Adele,517,272,70,399,13,35684,6,1472799873,195,125,6280,2,78,105,7,1,73,52,76,13,0,5,3,adele,,,,,,,,Pop,
439,Sobrio,Maluma,361,122,300,636,76,3506,10,513643924,103,76,100,1,1,178,3,1,76,63,77,14,0,15,22,maluma,,,,,,,,Latin / Reggaeton,
440,Peru,"Ed Sheeran, Fireboy DML",140,45,469,385,44,2999,0,261286503,60,17,154,0,22,108,8,0,96,71,42,57,0,8,9,ed sheeran,fireboy dml,,,,,,,Pop,Hip-Hop / Rap
441,favorite crime,Olivia Rodrigo,417,302,433,208,720,3681,0,783706581,20,21,99,0,7,173,4,1,40,19,29,86,0,34,4,olivia rodrigo,,,,,,,,Pop,
442,Thunder,"Prezioso, Gabry Ponte, LUM!X",655,489,334,53,666,4846,10,422691058,54,16,259,0,13,101,2,1,67,40,90,3,0,34,6,prezioso,gabry ponte,lumx,,,,,,Hip-Hop / Rap,
443,The Feels,TWICE,430,498,471,246,3,1150,0,345903614,20,99,44,0,2,120,4,1,81,92,90,9,0,8,7,twice,,,,,,,,K-Pop,Pop
444,No Lie,"Sean Paul, Dua Lipa",520,91,16,232,613,7370,0,956865266,92,127,1219,0,62,102,8,1,74,45,89,5,0,26,13,sean paul,dua lipa,,,,,,,Pop,Hip-Hop / Rap
445,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",656,251,630,174,435,6890,0,427486004,122,11,201,0,1,124,7,0,79,79,84,2,0,5,5,charli xcx,jax jones,joel corry,saweetie,,,,,Latin / Reggaeton,
446,Pope Is a Rockstar,SALES,147,514,556,83,310,1966,0,156658366,4,2,50,0,0,90,9,0,73,31,45,85,24,11,3,sales,,,,,,,,Pop,
447,2055,Sleepy hallow,343,586,651,487,293,2226,0,624515457,29,0,44,0,0,161,6,0,78,65,52,46,0,12,31,sleepy hallow,,,,,,,,Hip-Hop / Rap,
448,Bored,Billie Eilish,619,635,276,404,245,4204,0,777765388,39,45,250,0,0,120,8,1,60,11,33,90,0,8,5,billie eilish,,,,,,,,Pop,
449,Astronaut In The Ocean,Masked Wolf,284,180,83,105,210,7191,0,1138474110,146,18,478,0,7,150,9,0,78,47,70,18,0,15,9,masked wolf,,,,,,,,Hip-Hop / Rap,
450,Ley Seca,"Anuel Aa, Jhay Cortez",272,517,438,623,212,2012,0,355219175,101,12,38,0,0,105,7,1,76,58,84,10,0,13,10,anuel aa,jhay cortez,,,,,,,Latin / Reggaeton,
451,Every Summertime,NIKI,524,281,473,555,659,1211,2,290228626,30,2,5,0,6,79,6,1,63,76,67,38,0,6,4,niki,,,,,,,,Pop,
452,Talking To The Moon,Bruno Mars,549,56,691,77,132,7109,2,1062956628,5,0,862,0,0,146,2,0,52,7,61,51,0,11,3,bruno mars,,,,,,,,Rock / Alternative,
453,you broke me first,Tate McRae,557,568,710,118,59,6638,0,1180094974,167,19,318,0,1,124,9,1,64,8,37,79,0,9,5,tate mcrae,,,,,,,,Pop,
454,The Nights,Avicii,535,659,281,255,451,17354,8,1456081449,92,122,1282,0,55,126,6,1,53,66,85,2,0,24,4,avicii,,,,,,,,Pop,
455,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",195,186,387,717,661,5481,0,489945871,144,30,86,0,0,136,1,0,80,33,60,0,0,32,14,drake,future,young thug,,,,,,Hip-Hop / Rap,
456,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",205,78,613,115,92,824,0,1223481149,8,8,8,2,0,77,8,1,73,54,74,23,0,41,23,imagine dragons,league of legends,arcane,,,,,,Rock / Alternative,
457,Lucid Dreams,Juice WRLD,650,128,387,290,223,14749,0,2288695111,188,34,710,0,5,84,1,0,44,22,48,38,0,33,24,juice wrld,,,,,,,,R&B,
458,All of Me,John Legend,201,519,567,322,379,27221,0,2086124197,308,118,4534,2,77,120,7,1,42,33,26,92,0,13,3,john legend,,,,,,,,Pop,Rock / Alternative
459,Smells Like Teen Spirit - Remastered 2021,Nirvana,666,399,1,86,655,49991,9,1690192927,265,121,12367,4,160,117,2,1,52,73,91,0,0,11,7,nirvana,,,,,,,,Rock / Alternative,
460,Fair Trade (with Travis Scott),"Drake, Travis Scott",711,545,434,327,163,5403,6,593917618,118,116,96,0,3,168,2,1,67,29,47,5,0,22,26,drake,travis scott,,,,,,,Hip-Hop / Rap,
461,Bar,"Tini, L-Gante",655,399,1,666,459,755,4,200972675,22,3,0,0,0,94,2,1,52,68,69,13,0,33,8,tini,lgante,,,,,,,Latin / Reggaeton,
462,The Rumbling (TV Size),SiM,342,614,364,266,100,254,0,71014967,0,4,23,0,0,145,7,1,41,65,88,0,0,26,5,sim,,,,,,,,Pop,
463,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",187,434,274,545,499,6308,5,560222750,114,15,63,0,2,134,2,1,71,14,61,1,0,23,33,kendrick lamar,baby keem,,,,,,,Hip-Hop / Rap,
464,Mr. Brightside,The Killers,681,334,53,231,86,51979,15,1806617704,306,99,5063,2,120,148,2,1,35,24,93,0,0,10,8,the killers,,,,,,,,Rock / Alternative,
465,Blessed-Cursed,ENHYPEN,304,690,696,105,210,246,0,77337771,2,12,10,0,0,127,9,0,60,40,89,9,0,60,6,enhypen,,,,,,,,Pop,
466,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",586,21,10,293,651,6556,0,528544703,93,5,67,1,0,172,6,0,74,79,66,11,0,8,16,j balvin,nio garcia,bad bunny,,,,,,Latin / Reggaeton,
467,Streets,Doja Cat,624,492,552,565,615,5728,0,865640097,85,87,179,0,12,90,1,1,75,19,46,21,4,34,8,doja cat,,,,,,,,Hip-Hop / Rap,Pop
468,Shallow,"Lady Gaga, Bradley Cooper",643,245,220,698,635,16636,12,2159346687,368,155,2854,6,121,96,8,1,57,30,40,38,0,26,3,lady gaga,bradley cooper,,,,,,,Pop,
469,Polaroid Love,ENHYPEN,45,44,119,378,385,461,0,211372494,10,56,17,0,0,138,8,0,74,65,67,46,0,36,4,enhypen,,,,,,,,R&B,
470,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",91,115,613,699,78,4893,4,651732901,143,24,110,0,70,120,8,1,72,67,72,0,0,13,4,marshmello,jonas brothers,,,,,,,Dance / Electronic,Latin / Reggaeton
471,Permission to Dance,BTS,297,78,430,246,249,1801,2,608334048,77,134,74,0,2,125,4,1,70,65,74,1,0,34,4,bts,,,,,,,,K-Pop,
472,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",328,270,692,437,535,12043,0,863756573,209,54,710,0,18,123,5,1,82,80,86,1,0,30,13,riton,nightcrawlers,mufasa hypeman,dopamine,,,,,Latin / Reggaeton,
473,RAPSTAR,Polo G,611,555,177,451,524,4731,0,797402345,141,12,78,0,0,81,6,1,79,44,54,41,0,13,24,polo g,,,,,,,,Hip-Hop / Rap,
474,'Till I Collapse,"Eminem, Nate Dogg",515,234,464,681,327,22923,0,1695712020,78,46,2515,1,0,171,2,1,55,10,85,7,0,8,20,eminem,nate dogg,,,,,,,Hip-Hop / Rap,
475,Memories,Maroon 5,275,350,531,376,624,9974,2,1759567999,272,67,1066,1,19,91,1,1,77,60,32,84,0,8,5,maroon 5,,,,,,,,Pop,
476,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",385,43,20,119,190,1560,0,223319934,72,0,0,0,0,84,8,0,56,61,76,10,0,14,11,arcangel,de la ghetto,justin quiles,lenny tavi¿½i¿½rez,sech,dalex,dimelo flow,rich music,Latin / Reggaeton,
477,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",702,159,238,198,87,620,0,54937991,17,3,3,0,0,115,3,0,90,74,54,16,0,13,28,gunna,lil baby,,,,,,,Hip-Hop / Rap,
478,MAMIII,"Karol G, Becky G",28,644,105,42,284,6809,28,716591492,151,102,175,5,29,94,9,0,84,90,70,9,0,14,8,karol g,becky g,,,,,,,Latin / Reggaeton,
479,Still D.R.E.,"Dr. Dre, Snoop Dogg",624,350,583,591,615,33966,0,1210599487,141,78,6591,1,0,93,1,1,81,53,78,18,0,6,24,dr dre,snoop dogg,,,,,,,Hip-Hop / Rap,
480,Stay Alive (Prod. SUGA of BTS),Jung Kook,303,88,488,12,242,590,5,246376690,4,113,20,0,1,130,5,0,51,50,76,30,0,10,7,jung kook,,,,,,,,K-Pop,Pop
481,Boyfriend,Dove Cameron,365,354,469,190,385,3766,0,496311364,76,0,102,0,2,180,8,0,35,23,61,23,0,19,6,dove cameron,,,,,,,,Pop,
482,The Next Episode,"Dr. Dre, Snoop Dogg",660,546,570,637,282,31762,0,843309044,142,40,5451,1,953,95,11,0,92,31,89,3,0,8,25,dr dre,snoop dogg,,,,,,,Hip-Hop / Rap,
483,Light Switch,Charlie Puth,555,255,323,22,454,4049,0,500340342,119,6,85,1,1,184,6,1,69,91,63,11,0,9,31,charlie puth,,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
484,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",630,665,627,618,684,2096,0,107255472,34,3,30,0,0,147,7,0,47,50,80,10,0,32,38,kanye west,alicia keys,fivio foreign,,,,,,Hip-Hop / Rap,
485,Brividi,"Mahmood, Blanco",673,92,220,529,245,1175,0,135079152,34,1,31,0,0,123,8,1,52,44,60,40,0,26,3,mahmood,blanco,,,,,,,Latin / Reggaeton,
486,Lost,Frank Ocean,675,186,113,292,574,29499,11,822239726,124,27,587,0,4,123,10,0,91,49,61,3,0,17,22,frank ocean,,,,,,,,R&B,Hip-Hop / Rap
487,In Da Club,50 Cent,213,42,447,151,586,30427,7,1202722675,235,106,5221,1,35,90,6,0,90,79,71,26,0,7,37,50 cent,,,,,,,,Hip-Hop / Rap,
488,she's all i wanna be,Tate McRae,88,303,480,242,12,2711,0,343197054,105,12,51,0,12,160,5,0,61,65,64,1,0,12,4,tate mcrae,,,,,,,,Pop,
489,Ginseng Strip 2002,Yung Lean,53,655,231,86,666,4310,0,240769997,13,0,113,1,3,115,2,1,60,37,71,8,0,48,4,yung lean,,,,,,,,Rock / Alternative,Pop
490,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",492,135,358,206,510,5342,0,426204830,33,123,7,0,4,141,11,1,37,17,67,2,0,34,9,labrinth,zendaya,,,,,,,Hip-Hop / Rap,
491,Notion,The Rare Occasions,142,117,3,697,426,2393,0,421135627,22,13,65,0,6,160,4,1,31,30,88,7,0,8,8,the rare occasions,,,,,,,,Pop,Hip-Hop / Rap
492,Formula,Labrinth,552,193,50,591,624,3444,7,554875730,24,85,102,0,1,145,1,1,57,23,66,4,6,15,4,labrinth,,,,,,,,Pop,
493,Excuses,"Intense, AP Dhillon, Gurinder Gill",87,296,24,198,11,272,4,327498031,7,21,2,0,0,95,3,0,84,49,72,8,0,15,8,intense,ap dhillon,gurinder gill,,,,,,Latin / Reggaeton,
494,Cigarettes,Juice WRLD,279,64,700,535,81,975,0,185408548,11,0,10,0,0,160,5,1,60,47,62,3,0,38,4,juice wrld,,,,,,,,K-Pop,Pop
495,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",324,115,78,91,263,18773,0,579395142,128,17,1663,0,0,92,8,1,77,76,84,3,0,38,4,dr dre,2pac,roger,,,,,,Dance / Electronic,
496,Forgot About Dre,"Eminem, Dr. Dre",515,115,100,438,212,19067,0,675039469,78,15,1674,0,3,134,7,1,93,61,74,9,0,17,8,eminem,dr dre,,,,,,,Hip-Hop / Rap,
