id_song,track_name,artist(s)_name,id_rec_1,id_rec_2,id_rec_3,id_rec_4,id_rec_5,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,et_key,et_mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,genre_inferred,subgenre_inferred
82,Mockingbird,Eminem,235,603,724,522,144,12985,61,1241559043,49,98,2394,5,204,84,9,0,62,24,67,21,0,13,28,eminem,,,,,,,,Hip-Hop / Rap,
83,New Jeans,NewJeans,277,284,106,449,147,77,35,29562220,8,166,4,4,34,134,9,0,81,53,72,51,0,12,5,newjeans,,,,,,,,K-Pop,Latin / Reggaeton
84,Primera Cita,Carin Leon,101,256,194,402,432,266,27,77309611,6,40,6,6,202,158,10,1,54,50,40,61,0,10,6,carin leon,,,,,,,,Pop,
85,Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",1,178,655,459,666,21097,52,1605224506,384,135,1034,37,312,116,2,1,80,92,80,4,0,10,3,dua lipa,elton john,pnau,,,,,,Pop,Dance / Electronic
86,Dandelions,Ruth B.,399,1,580,545,53,3423,21,1116995633,41,100,59,1,32,117,2,1,61,45,69,2,0,9,3,ruth b,,,,,,,,Pop,
87,Bones,Imagine Dragons,113,198,224,11,24,4198,44,838079900,98,108,327,17,153,114,3,0,77,65,72,2,0,7,5,imagine dragons,,,,,,,,Rock / Alternative,
88,Set Fire to the Rain,Adele,303,480,488,12,242,14739,43,1163620694,88,112,2163,5,519,108,5,0,61,47,68,0,0,13,3,adele,,,,,,,,Pop,
89,Money Trees,"Kendrick Lamar, Jay Rock",603,449,499,180,528,26792,32,1093605526,69,113,695,0,458,144,9,0,74,37,53,7,0,21,10,kendrick lamar,jay rock,,,,,,,Hip-Hop / Rap,
90,Tak Segampang Itu,Anggi Marito,688,511,196,359,312,213,6,179659294,7,6,0,0,48,130,3,1,51,18,44,76,0,11,3,anggi marito,,,,,,,,Pop,
91,Mine (Taylor's Version),Taylor Swift,372,713,708,138,371,99,15,36912123,21,52,6,1,0,121,8,1,65,49,78,0,0,17,4,taylor swift,,,,,,,,Pop,
92,Everybody Wants To Rule The World,Tears For Fears,241,91,713,673,16,41751,25,1205951614,101,32,2655,0,666,112,8,1,64,54,81,36,0,11,6,tears for fears,,,,,,,,Pop,
93,No Role Modelz,J. Cole,574,486,675,585,671,21164,36,1791000570,80,65,476,0,14,100,10,0,70,47,52,30,0,6,33,j cole,,,,,,,,Pop,
94,Tattoo,Loreen,570,282,407,637,546,2988,59,201660859,74,102,145,18,925,150,11,0,55,30,78,24,0,12,8,loreen,,,,,,,,Pop,
95,Rara Vez,"Taiu, Milo j",31,198,87,238,159,893,38,248088961,19,23,24,3,88,120,3,0,84,96,71,18,0,34,17,taiu,milo j,,,,,,,Latin / Reggaeton,
96,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",410,316,23,149,387,1094,34,90839753,40,58,47,8,203,127,1,0,82,89,85,4,0,23,6,sebastian yatra,manuel turizo,bei¿½i,,,,,,Latin / Reggaeton,
97,august,Taylor Swift,719,160,29,311,7,7324,22,607123776,25,81,61,1,44,90,3,1,51,42,61,53,0,9,3,taylor swift,,,,,,,,Pop,
98,LUNA,"Junior H, Peso Pluma",32,173,106,640,382,201,11,55842345,19,117,8,1,74,128,4,0,75,79,63,33,0,15,4,junior h,peso pluma,,,,,,,Latin / Reggaeton,
99,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",697,3,246,491,117,5120,48,211050784,161,115,246,9,638,143,4,1,64,31,87,4,4,8,4,calvin harris,ellie goulding,,,,,,,Dance / Electronic,Latin / Reggaeton
100,Nonsense,Sabrina Carpenter,517,70,342,272,438,2346,27,342897938,69,12,38,8,64,139,7,1,74,68,68,3,0,26,4,sabrina carpenter,,,,,,,,R&B,
101,Que Vuelvas,"Carin Leon, Grupo Frontera",84,244,402,221,427,763,26,2762,21,110,21,9,71,162,10,1,49,78,64,19,0,11,4,carin leon,grupo frontera,,,,,,,Latin / Reggaeton,
102,Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",270,535,700,437,561,6074,52,1953533826,201,44,6551,2,0,146,5,1,63,88,93,3,0,10,8,ray dalton,ryan lewis,macklemore,,,,,,Pop,
103,lovely - Bonus Track,"Billie Eilish, Khalid",310,446,147,389,514,15032,30,2355719893,221,96,1078,2,136,115,9,0,35,12,30,93,0,10,3,billie eilish,khalid,,,,,,,Pop,
104,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",583,591,624,552,350,871,32,66902503,25,59,32,5,88,128,1,1,78,59,65,10,0,26,5,rauw alejandro,bizarrap,,,,,,,Latin / Reggaeton,
105,Queencard,(G)I-DLE,696,449,644,284,210,451,33,96273746,10,126,7,0,148,130,9,0,82,69,83,3,0,27,5,gidle,,,,,,,,K-Pop,
106,OMG,NewJeans,671,83,640,11,120,1783,27,430977451,26,124,15,1,22,127,4,0,80,74,77,36,0,11,4,newjeans,,,,,,,,K-Pop,Latin / Reggaeton
107,Radio,Lana Del Rey,81,64,279,700,30,9389,46,284819874,24,122,282,3,368,150,5,1,42,20,86,21,0,9,9,lana del rey,,,,,,,,Hip-Hop / Rap,
108,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",303,88,480,488,12,5724,44,721975598,119,108,254,29,22,122,5,0,78,50,63,27,0,9,5,shakira,bizarrap,,,,,,,Latin / Reggaeton,
109,Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",415,559,326,37,395,1682,46,276259178,24,90,30,1,176,119,2,0,75,48,53,18,0,18,34,travis scott,young thug,metro boomin,,,,,,Hip-Hop / Rap,
110,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",119,20,44,45,43,182,8,54225632,3,88,1,0,52,110,8,0,76,96,72,32,0,9,4,sachinjigar,shadab faridi,altamash faridi,amitabh bhattacharya,varun jain,,,,Latin / Reggaeton,
111,Perfect,Ed Sheeran,521,54,502,567,168,16596,13,2559529074,7,0,2094,0,0,95,7,1,60,17,45,16,0,11,2,ed sheeran,,,,,,,,Pop,
112,Romantic Homicide,d4vd,59,281,555,433,22,2335,23,681583126,82,55,50,0,9,132,6,1,56,20,55,45,1,32,3,d4vd,,,,,,,,Pop,
113,Believer,Imagine Dragons,314,292,87,299,675,18986,23,2594040133,250,121,2969,10,31,125,10,0,77,74,78,4,0,23,11,imagine dragons,,,,,,,,Rock / Alternative,
114,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",604,223,14,650,316,293,8,11956641,5,2,30,2,66,133,1,0,93,68,65,42,0,12,25,mc pedrinho,dj 900,,,,,,,Hip-Hop / Rap,
115,Without Me,Eminem,701,324,613,78,633,21081,43,1687664027,98,76,3889,5,0,112,8,1,92,67,66,0,0,36,9,eminem,,,,,,,,Hip-Hop / Rap,
116,Stargirl Interlude,"The Weeknd, Lana Del Rey",401,291,337,389,37,1275,32,611700552,13,8,5,0,1,90,3,0,59,52,48,38,5,10,11,the weeknd,lana del rey,,,,,,,R&B,Hip-Hop / Rap
117,Somewhere Only We Know,Keane,142,697,3,491,208,20015,16,1089402494,107,69,5239,0,558,172,4,1,45,33,59,6,0,8,3,keane,,,,,,,,Rock / Alternative,Pop
118,Those Eyes,New West,568,453,557,59,710,1507,14,411747614,24,71,44,1,195,120,9,1,60,24,35,73,0,31,3,new west,,,,,,,,Pop,
119,El Gordo Trae El Mando,Chino Pacas,247,20,43,44,45,539,21,255932395,7,71,4,2,13,140,8,0,74,96,80,18,0,5,5,chino pacas,,,,,,,,Latin / Reggaeton,
120,Mi Bello Angel,Natanael Cano,106,640,382,166,278,86,8,31873544,7,76,3,1,93,128,4,0,81,90,77,1,0,9,5,natanael cano,,,,,,,,K-Pop,
121,Nosso Quadro,"Ana Castela, AgroPlay",3,639,192,145,471,894,9,233801632,14,88,66,3,72,160,4,1,69,61,71,33,0,31,20,ana castela,agroplay,,,,,,,Latin / Reggaeton,
122,Locked Out Of Heaven,Bruno Mars,146,300,361,422,636,1622,9,1481349984,0,0,356,0,0,144,3,1,73,87,70,6,0,28,5,bruno mars,,,,,,,,Pop,
123,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",583,552,50,670,591,561,14,142095275,4,14,12,5,56,192,1,1,50,85,52,11,0,28,6,big one,fmk,ke personajes,,,,,,Latin / Reggaeton,
124,Counting Stars,OneRepublic,612,547,37,77,499,29215,43,2011464183,179,97,3394,11,153,122,2,0,66,48,71,6,0,12,4,onerepublic,,,,,,,,Pop,
125,PRC,"Natanael Cano, Peso Pluma",20,120,119,157,43,961,26,436027885,19,143,10,6,15,138,8,0,78,89,83,10,0,12,5,natanael cano,peso pluma,,,,,,,Latin / Reggaeton,
126,One Dance,"Drake, WizKid, Kyla",711,460,489,434,655,43257,24,2713922350,433,107,3631,0,26,104,2,1,77,36,63,1,0,36,5,drake,wizkid,kyla,,,,,,Hip-Hop / Rap,
127,Enchanted,Taylor Swift,54,51,171,64,364,4564,16,621660989,24,101,113,0,40,164,7,1,45,24,62,8,0,16,3,taylor swift,,,,,,,,Pop,Rock / Alternative
128,Sure Thing,Miguel,650,223,387,593,316,13801,19,950906471,137,125,435,6,285,81,1,0,68,51,60,3,0,19,10,miguel,,,,,,,,Hip-Hop / Rap,
129,Every Breath You Take - Remastered 2003,The Police,216,178,183,369,580,22439,19,1593270737,211,74,929,0,129,117,2,1,82,73,45,54,0,7,3,the police,,,,,,,,Pop,
130,The Night We Met,Lord Huron,269,625,626,380,215,18515,35,1410088830,70,82,939,1,162,174,5,1,45,10,37,97,25,64,4,lord huron,,,,,,,,Pop,
131,We Found Love,"Rihanna, Calvin Harris",580,1,86,655,666,36843,21,1235005533,321,91,4607,1,58,128,2,1,73,60,77,3,0,11,4,rihanna,calvin harris,,,,,,,Pop,
132,Let Me Down Slowly,Alec Benjamin,452,549,56,140,37,5897,19,1374581173,0,0,885,0,0,150,2,0,65,51,55,73,0,14,3,alec benjamin,,,,,,,,Pop,
133,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",278,167,150,382,394,727,16,94186466,17,60,28,1,44,90,4,0,60,13,53,4,0,21,4,aap rocky,metro boomin,roisee,,,,,,Hip-Hop / Rap,
134,Do I Wanna Know?,Arctic Monkeys,719,36,646,29,2,33783,26,1788326445,133,92,2733,1,26,85,3,1,55,42,53,17,0,22,3,arctic monkeys,,,,,,,,Rock / Alternative,Pop
135,Demons,Imagine Dragons,358,631,436,648,565,26694,13,1840364617,65,82,3425,4,13,180,11,1,33,38,71,20,0,28,5,imagine dragons,,,,,,,,Rock / Alternative,Pop
136,ýýýýýýýýýýýý,YOASOBI,622,666,459,53,655,356,16,143573775,35,102,8,1,117,166,2,1,57,84,94,11,0,37,9,yoasobi,,,,,,,,K-Pop,
137,Reminder,The Weeknd,416,602,364,100,614,6518,17,684675814,45,85,238,1,47,160,7,1,71,40,50,16,0,16,22,the weeknd,,,,,,,,R&B,Pop
138,Shake It Off,Taylor Swift,91,713,372,79,708,21335,13,1113838873,328,70,1378,9,20,160,8,1,65,95,80,5,0,41,16,taylor swift,,,,,,,,Pop,
139,Why'd You Only Call Me When You're High?,Arctic Monkeys,692,535,30,270,700,23389,29,1267333350,54,70,1089,2,1,92,5,1,70,81,63,4,0,8,4,arctic monkeys,,,,,,,,Rock / Alternative,Pop
140,Shape of You,Ed Sheeran,532,680,352,612,132,32181,10,3562543890,33,0,6808,7,0,96,2,0,83,93,65,58,0,9,8,ed sheeran,,,,,,,,Pop,
141,Creep,Radiohead,371,698,245,599,708,36724,7,1271293243,146,72,6807,5,80,92,8,1,53,12,34,1,0,12,4,radiohead,,,,,,,,Rock / Alternative,
142,Car's Outside,James Arthur,117,491,697,3,208,794,10,265882712,38,25,61,0,263,150,4,1,34,24,56,4,0,11,3,james arthur,,,,,,,,Pop,
143,Apocalypse,Cigarettes After Sex,646,510,134,716,2,13091,17,841749534,61,96,790,2,116,94,3,1,37,17,47,2,46,11,3,cigarettes after sex,,,,,,,,Pop,
144,Cheques,Shubh,603,724,522,284,556,67,8,47956378,7,10,0,0,57,90,9,0,74,36,63,26,0,27,5,shubh,,,,,,,,Latin / Reggaeton,Pop
145,Pink + White,Frank Ocean,417,208,720,357,441,21574,30,806397070,112,68,266,1,39,160,4,1,54,54,55,67,0,42,11,frank ocean,,,,,,,,R&B,Pop
146,Just The Way You Are,Bruno Mars,122,36,719,29,716,21106,13,1641426668,82,0,2946,0,0,109,3,1,63,46,85,1,0,9,5,bruno mars,,,,,,,,Pop,
147,Take Me To Church,Hozier,83,603,284,556,563,23804,31,2135158446,187,99,4623,1,0,129,9,0,57,41,66,63,0,12,5,hozier,,,,,,,,Pop,Rock / Alternative
148,Bebe Dame,"Fuerza Regida, Grupo Frontera",673,529,713,633,699,849,22,367316268,27,129,21,7,111,157,8,1,54,75,60,30,0,7,5,fuerza regida,grupo frontera,,,,,,,Latin / Reggaeton,
149,Better Than Revenge (Taylor's Version),Taylor Swift,593,617,23,316,387,86,11,30343206,3,33,3,0,1,146,1,0,50,67,89,0,0,19,8,taylor swift,,,,,,,,Pop,
150,Shut up My Moms Calling,Hotel Ugly,533,337,382,278,394,1788,14,405136812,1,50,19,0,19,139,4,0,48,37,41,32,0,10,10,hotel ugly,,,,,,,,Pop,
151,Es un Secreto,Plan B,42,386,200,295,153,492,36,540654286,4,3,19,0,0,95,6,0,84,52,77,12,0,7,4,plan b,,,,,,,,Pop,
152,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",684,174,250,630,180,773,33,57312735,20,46,21,8,99,170,7,0,62,55,80,15,0,37,7,feid,mora,saiko,quevedo,,,,,Latin / Reggaeton,
153,Ditto,NewJeans,386,11,200,42,151,1154,22,397582059,28,125,11,1,51,134,6,0,81,18,64,3,0,10,11,newjeans,,,,,,,,K-Pop,Hip-Hop / Rap
154,Take On Me,a-ha,534,151,200,42,293,44927,17,1479115056,34,0,5108,6,0,84,6,0,57,86,90,2,0,9,5,aha,,,,,,,,Rock / Alternative,Pop
155,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",387,604,617,593,128,551,4,86773632,13,46,20,1,10,146,1,0,61,20,48,21,0,12,6,swae lee,lil wayne,offset,metro boomin,,,,,Hip-Hop / Rap,
156,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",93,388,574,675,486,577,14,133753727,22,18,15,1,0,74,10,0,53,24,67,11,0,10,28,kodak black,nle choppa,muni long,jvke,jimin,,,,K-Pop,Hip-Hop / Rap
157,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",125,17,316,120,410,995,19,463564958,12,117,9,5,3,136,1,0,77,79,73,15,0,27,10,natanael cano,gabito ballesteros,peso pluma,,,,,,Latin / Reggaeton,
158,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",271,59,568,27,118,178,6,64533040,6,71,1,0,31,100,9,1,56,53,55,53,0,12,4,arijit singh,sachinjigar,amitabha bhattacharya,,,,,,Latin / Reggaeton,
159,S-Class,Stray Kids,238,198,87,649,11,290,19,65496046,9,101,5,0,73,105,3,0,89,67,78,9,0,7,33,stray kids,,,,,,,,K-Pop,Hip-Hop / Rap
160,Hits Different,Taylor Swift,29,719,97,7,716,547,0,68616963,15,15,6,0,0,106,3,1,67,24,78,15,0,30,4,taylor swift,,,,,,,,Pop,
161,Chanel,"Becky G, Peso Pluma",168,306,598,437,339,681,10,161460990,15,92,21,2,26,132,5,1,85,53,68,40,0,9,4,becky g,peso pluma,,,,,,,Latin / Reggaeton,
162,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",697,720,208,246,142,332,5,70106975,18,41,5,0,19,120,4,1,78,5,30,21,0,13,5,metro boomin,coi leray,,,,,,,Hip-Hop / Rap,
163,Area Codes,"Kaliii, Kaliii",506,683,560,545,434,1197,13,113509496,44,34,25,1,171,155,2,1,82,51,39,2,0,9,49,kaliii,kaliii,,,,,,,Hip-Hop / Rap,
164,Abcdario,"Junior H, Eden Muï¿½ï",567,458,201,502,322,262,5,89933133,8,60,4,1,109,129,7,1,70,42,43,78,0,11,3,junior h,eden mui¿½i,,,,,,,Latin / Reggaeton,Pop
165,Obsessed,"Abhijay Sharma, Riar Saab",31,649,605,11,87,161,6,71007139,10,79,2,0,42,135,3,0,80,85,74,62,0,8,9,abhijay sharma,riar saab,,,,,,,Latin / Reggaeton,
166,FLOWER,JISOO,382,278,120,640,106,839,18,232896922,20,110,20,0,69,124,4,0,84,64,39,3,0,11,4,jisoo,,,,,,,,K-Pop,
167,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",214,172,382,80,133,259,0,37126685,5,17,5,0,0,135,4,0,77,28,55,18,0,22,15,future,lil uzi vert,metro boomin,,,,,,Hip-Hop / Rap,
168,Eyes Closed,Ed Sheeran,509,700,339,626,658,2915,30,195576623,116,69,107,3,675,107,5,1,78,39,53,30,0,11,6,ed sheeran,,,,,,,,Pop,Latin / Reggaeton
169,Escapism.,"RAYE, 070 Shake",405,30,658,360,700,5129,25,532336353,116,84,114,18,348,96,5,1,54,25,74,14,0,9,11,raye,070 shake,,,,,,,Hip-Hop / Rap,
170,La Jumpa,"Arcangel, Bad Bunny",230,580,100,583,70,3794,34,538115192,47,77,53,10,8,123,7,1,71,58,70,30,0,32,19,arcangel,bad bunny,,,,,,,Latin / Reggaeton,
171,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",51,54,127,160,708,588,0,46142772,23,21,31,0,0,90,7,1,62,7,62,6,0,58,6,taylor swift,ice spice,,,,,,,Pop,Hip-Hop / Rap
172,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",381,167,238,337,550,2959,16,401036314,41,69,38,0,36,117,3,0,72,45,59,14,0,20,21,future,chris brown,metro boomin,,,,,,Hip-Hop / Rap,
173,Las Morras,"BLESSD, Peso Pluma",98,32,106,640,120,291,8,127026613,8,78,4,1,1,133,4,0,78,90,84,31,0,7,4,blessd,peso pluma,,,,,,,Latin / Reggaeton,
174,CHORRITO PA LAS ANIMAS,Feid,684,251,656,503,238,2321,36,345031710,29,65,34,5,3,96,7,0,74,61,83,11,0,35,6,feid,,,,,,,,Latin / Reggaeton,
175,Ch y la Pizza,"Fuerza Regida, Natanael Cano",100,70,379,342,137,536,10,288101651,10,72,8,3,14,149,7,1,66,85,60,40,0,14,13,fuerza regida,natanael cano,,,,,,,Latin / Reggaeton,
176,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",75,295,721,367,200,359,2,60350538,1,0,9,0,0,110,6,0,66,32,40,81,0,11,3,lana del rey,taylor swift,,,,,,,Pop,
177,Players,Coi Leray,611,473,451,323,454,4096,6,335074782,118,48,143,0,240,105,6,1,95,62,52,3,0,5,16,coi leray,,,,,,,,Hip-Hop / Rap,
178,Bite Me,ENHYPEN,1,580,655,683,399,349,69,76767396,8,96,5,0,56,105,2,1,80,69,78,28,0,11,14,enhypen,,,,,,,,K-Pop,
179,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",583,591,552,270,279,381,5,46065667,23,82,6,0,113,134,1,1,76,61,58,6,0,16,3,lil durk,morgan wallen,,,,,,,Latin / Reggaeton,
180,Normal,Feid,684,449,686,280,284,2461,36,459276435,47,66,45,5,6,170,9,0,71,59,56,4,0,27,12,feid,,,,,,,,Latin / Reggaeton,
181,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",473,112,281,555,451,277,1,39666245,1,20,5,0,1,81,6,1,59,26,60,46,1,25,13,james blake,metro boomin,,,,,,,Hip-Hop / Rap,
182,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",191,454,255,323,281,967,5,138517666,7,29,51,1,29,154,6,1,63,75,92,31,0,91,5,israel rodolffo,mari fernandez,,,,,,,Latin / Reggaeton,
183,Bad Habit,Steve Lacy,687,255,345,129,327,8186,12,822633917,155,72,131,16,29,169,2,1,69,69,51,63,0,38,4,steve lacy,,,,,,,,R&B,
184,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",637,278,394,150,382,215,6,51985779,6,14,8,2,4,84,4,0,43,14,74,1,0,19,8,halsey,suga,,,,,,,Hip-Hop / Rap,
185,69,"Nicky Jam, Feid",623,692,272,70,517,1134,22,57945987,39,14,48,2,3,93,7,1,79,58,62,11,0,11,23,nicky jam,feid,,,,,,,Latin / Reggaeton,
186,Search & Rescue,Drake,661,486,717,292,536,2066,6,175097833,58,70,43,0,182,142,10,0,82,54,44,6,0,33,7,drake,,,,,,,,Hip-Hop / Rap,
187,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",463,434,580,86,499,896,0,57089066,34,2,33,0,1,126,2,1,78,20,70,1,0,16,4,kendrick lamar,beyonci¿,,,,,,,Hip-Hop / Rap,
188,Lavender Haze,Taylor Swift,708,371,339,710,428,3763,8,488386797,51,43,38,10,1,97,10,1,73,10,44,26,0,16,8,taylor swift,,,,,,,,Pop,
189,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",672,311,29,383,36,197,0,32761689,3,10,3,0,0,101,3,1,92,59,51,41,51,26,8,wizkid,toian,metro boomin,don toliver,beam,,,,Hip-Hop / Rap,
190,Efecto,Bad Bunny,296,385,365,586,592,4004,33,1047480053,34,65,43,6,2,98,8,0,80,23,48,14,0,6,5,bad bunny,,,,,,,,Latin / Reggaeton,Pop
191,Erro Gostoso - Ao Vivo,Simone Mendes,454,255,659,281,112,984,5,153454328,8,57,76,2,49,154,6,1,59,63,89,18,0,80,9,simone mendes,,,,,,,,K-Pop,
192,Cupido,Tini,639,246,430,145,249,1240,24,217672943,51,29,63,4,54,120,4,1,91,63,58,52,0,31,22,tini,,,,,,,,Hip-Hop / Rap,
193,Just Wanna Rock,Lil Uzi Vert,492,50,552,624,591,3995,13,457184829,72,27,47,0,0,150,1,1,49,4,55,7,0,6,3,lil uzi vert,,,,,,,,Hip-Hop / Rap,Pop
194,Until I Found You,Stephen Sanchez,63,84,256,402,432,4427,4,726434358,69,100,154,20,438,202,10,1,34,25,51,69,0,18,4,stephen sanchez,,,,,,,,Pop,
195,Rich Flex,"Drake, 21 Savage",705,455,706,717,186,4657,18,573633020,84,84,42,0,23,153,1,0,56,42,52,5,0,36,24,drake,21 savage,,,,,,,Hip-Hop / Rap,
196,Easy On Me,Adele,688,511,90,359,312,10195,20,1406111294,258,87,657,22,9,142,3,1,60,13,37,58,0,13,3,adele,,,,,,,,Pop,
197,Danger (Spider) (Offset & JID),"Offset, JID",591,492,624,552,467,214,0,24975653,3,3,6,0,0,143,1,1,83,25,69,4,0,23,12,offset,jid,,,,,,,Hip-Hop / Rap,
198,The Real Slim Shady,Eminem,87,31,159,238,11,20763,27,1424589568,81,53,3271,1,17,104,3,0,95,78,66,3,0,4,6,eminem,,,,,,,,Hip-Hop / Rap,Pop
199,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",586,534,651,42,487,1267,20,231332117,41,22,56,4,84,93,6,0,84,96,79,43,0,18,11,migrantes,lil cake,nico valdi,,,,,,Latin / Reggaeton,
200,The Color Violet,Tory Lanez,295,386,151,42,153,2585,32,415932686,3,79,21,1,54,105,6,0,65,46,53,16,0,9,5,tory lanez,,,,,,,,Pop,
201,Glimpse of Us,Joji,322,458,519,648,379,6330,6,988515741,109,42,158,3,31,170,7,1,44,27,32,89,0,14,5,joji,,,,,,,,Pop,
202,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",71,37,686,124,499,675,1,50847624,9,13,11,0,1,178,2,0,62,56,66,18,0,12,5,mambo kingz,dj luian,anuel aa,,,,,,Latin / Reggaeton,
203,Curtains,Ed Sheeran,293,386,200,153,586,715,0,39893489,37,3,27,0,50,176,6,0,50,44,76,10,0,32,5,ed sheeran,,,,,,,,Pop,
204,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",522,210,724,603,144,327,13,92035115,14,110,9,0,49,104,9,0,80,38,88,11,0,11,5,nile rodgers,le sserafim,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
205,Haegeum,Agust D,324,138,115,92,633,244,12,118810253,6,84,10,2,9,85,8,1,70,83,84,31,0,47,30,agust d,,,,,,,,Hip-Hop / Rap,
206,Never Felt So Alone,Labrinth,510,312,383,97,134,1730,3,117747907,46,5,51,0,20,98,3,1,44,36,41,50,0,38,5,labrinth,,,,,,,,R&B,
207,X SI VOLVEMOS,"Karol G, Romeo Santos",686,71,499,42,124,2127,33,266624541,45,80,53,8,4,178,2,0,79,58,78,34,0,11,25,karol g,romeo santos,,,,,,,Latin / Reggaeton,
208,ceilings,Lizzy McAlpine,720,441,697,417,145,3242,9,293186992,67,55,48,0,6,148,4,1,51,27,33,48,0,22,3,lizzy mcalpine,,,,,,,,Pop,
209,Cupid,Fifty Fifty,306,561,344,380,509,526,10,139681964,15,93,30,0,320,120,5,1,77,94,66,65,0,38,3,fifty fifty,,,,,,,,K-Pop,
210,I AM,IVE,522,724,547,449,563,366,15,123132751,16,102,7,0,55,122,9,0,68,38,88,1,0,8,5,ive,,,,,,,,Pop,
211,Shorty Party,"Cartel De Santa, La Kelly",418,168,509,339,306,432,12,162887075,8,14,12,2,33,96,5,1,93,47,47,33,0,10,36,cartel de santa,la kelly,,,,,,,Hip-Hop / Rap,
212,Super,SEVENTEEN,298,438,614,517,364,271,12,91221625,16,103,9,0,55,137,7,1,77,35,88,16,0,17,9,seventeen,,,,,,,,Hip-Hop / Rap,
213,Slut Me Out,NLE Choppa,487,447,586,42,534,816,4,190490915,21,4,13,0,4,121,6,0,94,71,61,12,0,53,42,nle choppa,,,,,,,,Hip-Hop / Rap,
214,Double Fantasy (with Future),"The Weeknd, Future",382,394,392,425,291,1169,0,96180277,36,65,28,0,0,119,4,0,60,10,57,1,0,50,3,the weeknd,future,,,,,,,R&B,
215,All Of The Girls You Loved Before,Taylor Swift,339,30,64,380,509,1282,6,185240616,26,6,19,0,5,96,5,1,72,40,47,71,0,13,4,taylor swift,,,,,,,,Pop,
216,PROVENZA,Karol G,129,178,345,183,580,6587,34,885093467,114,104,147,11,20,111,2,1,87,53,52,66,1,11,5,karol g,,,,,,,,Latin / Reggaeton,
217,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",430,328,443,639,471,1444,4,104992946,0,0,0,0,0,148,4,1,90,74,68,14,0,10,19,nicki minaj,ice spice,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
218,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",357,3,639,117,471,356,10,147290338,4,64,4,2,37,182,4,1,57,80,59,8,0,6,5,grupo marca registrada,grupo frontera,,,,,,,Latin / Reggaeton,
